nome_completo_do_carro,ano,preco_de_venda_USD,km_rodado,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,assentos,preco_de_venda_USD_normalizado,consumo_do_combustivel_kmpl_normalizado,preco_de_venda_USD_binned,tipo_de_combustivel_Diesel,tipo_de_combustivel_Petrol
Hyundai i20 Sportz 1.2,2012,4109.58904109589,120000.0,Petrol,Individual,Manual,First Owner,18.5,1197.0,82.85,5.0,-0.4332471583793544,-0.22249485505006988,Baixo,0,1
Hyundai Verna Xi (Petrol),2008,2191.7808219178078,100000.0,Petrol,Individual,Manual,Fourth & Above Owner,13.9,1599.0,103.2,5.0,-0.6045946965689474,-1.3719842787553156,Baixo,0,1
Ford Figo Diesel Titanium,2011,3082.1917808219177,90000.0,Diesel,Individual,Manual,Second Owner,20.0,1399.0,68.0,5.0,-0.5250404824094935,0.15233865267990152,Baixo,1,0
Volkswagen Ameo 1.5 TDI Comfortline,2018,7671.232876712329,18000.0,Diesel,Individual,Manual,First Owner,21.66,1498.0,108.62,5.0,-0.11503030174153875,0.5671544012344033,Baixo,1,0
Maruti Vitara Brezza LDi Option,2017,8904.109589041096,70000.0,Diesel,Individual,Manual,First Owner,24.3,1248.0,88.5,5.0,-0.00487831290537181,1.2268613748391533,Baixo,1,0
Maruti Baleno Delta 1.2,2016,6575.342465753424,65755.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,-0.21294318070702054,0.5021832598945412,Baixo,0,1
Ford EcoSport 1.5 Diesel Titanium BSIV,2019,13150.684931506848,2600.0,Diesel,Individual,Manual,First Owner,23.0,1498.0,98.96,5.0,0.37453409308586977,0.9020056681398444,Baixo,1,0
Hyundai EON Era Plus,2017,4246.575342465753,15000.0,Petrol,Individual,Manual,Second Owner,21.1,814.0,55.2,5.0,-0.4210080485086692,0.4272165583485476,Baixo,0,1
Maruti Swift Dzire VDI,2014,6849.315068493151,60000.0,Diesel,Individual,Manual,First Owner,23.4,1248.0,74.0,5.0,-0.18846496096565007,1.0019612702011698,Baixo,1,0
Maruti Alto K10 VXI AGS Optional,2017,4794.520547945205,15500.0,Petrol,Individual,Automatic,First Owner,23.95,998.0,67.1,5.0,-0.3720516090259283,1.1394002230354927,Baixo,0,1
Honda Amaze S i-Dtech,2015,5000.0,120000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,-0.35369294421990044,1.6016948825691246,Baixo,1,0
Ford Figo Aspire 1.2 Ti-VCT Trend,2018,8082.191780821918,15000.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,-0.07831297212948313,-0.30745711680219673,Baixo,0,1
Renault Duster 110PS Diesel RxL AMT,2017,11643.835616438357,50000.0,Diesel,Individual,Automatic,First Owner,19.6,1461.0,108.45,5.0,0.2399038845083325,0.05238305061857616,Baixo,1,0
Honda Amaze S i-Dtech,2013,4452.054794520548,100000.0,Diesel,Individual,Manual,First Owner,25.8,1498.0,98.6,5.0,-0.4026493837026413,1.6016948825691246,Baixo,1,0
Tata Indigo CS LS (TDI) BS-III,2014,4109.58904109589,50700.0,Diesel,Individual,Manual,First Owner,19.09,1405.0,69.01,5.0,-0.4332471583793544,-0.0750603420096145,Baixo,1,0
Volkswagen Polo Diesel Highline 1.2L,2013,5000.0,70000.0,Diesel,Individual,Manual,Second Owner,22.07,1199.0,73.9,5.0,-0.35369294421990044,0.6696088933472621,Baixo,1,0
Hyundai Grand i10 1.2 CRDi Sportz,2018,9589.041095890409,35000.0,Diesel,Individual,Manual,First Owner,24.0,1186.0,73.97,5.0,0.05631723644805419,1.1518946732931583,Baixo,1,0
Renault Duster 110PS Diesel RxZ,2017,12054.794520547945,50000.0,Diesel,Individual,Manual,First Owner,19.6,1461.0,108.45,5.0,0.2766212141203881,0.05238305061857616,Baixo,1,0
Renault KWID 1.0 RXT Optional,2018,4383.5616438356155,20000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,-0.4087689386379839,0.904504558191378,Baixo,0,1
Renault Duster 85PS Diesel RxL,2015,7534.246575342466,60000.0,Diesel,Individual,Manual,First Owner,20.45,1461.0,83.8,5.0,-0.12726941161222394,0.2647887049988928,Baixo,1,0
Maruti Wagon R VXI BS IV,2015,4109.58904109589,110000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,-0.4332471583793544,0.2797820453080922,Baixo,0,1
Hyundai i20 Active 1.4,2016,7945.2054794520545,152000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,-0.09055208200016836,0.4497065688123458,Baixo,1,0
Tata Nexon 1.2 Revotron XZ Plus,2018,11643.835616438357,50000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,108.5,5.0,0.2399038845083325,-0.5973283627800413,Baixo,0,1
Maruti Swift Dzire VDi,2011,4109.58904109589,125000.0,Diesel,Individual,Manual,First Owner,19.3,1248.0,73.9,5.0,-0.4332471583793544,-0.02258365092741829,Baixo,1,0
Ford Figo 1.2P Trend MT,2016,4794.520547945205,60000.0,Petrol,Individual,Manual,First Owner,18.16,1196.0,86.8,5.0,-0.3720516090259283,-0.30745711680219673,Baixo,0,1
Volkswagen Ameo 1.2 MPI Comfortline,2017,7534.246575342466,20000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,-0.12726941161222394,-0.5973283627800413,Baixo,0,1
Maruti Swift VDI,2012,4109.58904109589,110000.0,Diesel,Individual,Manual,Third Owner,22.9,1248.0,74.0,5.0,-0.4332471583793544,0.8770167676245125,Baixo,1,0
Volkswagen Vento Diesel Highline,2012,4109.58904109589,150000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,-0.4332471583793544,0.287278715462691,Baixo,1,0
Hyundai i20 1.4 CRDi Sportz,2012,4794.520547945205,110000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,-0.3720516090259283,0.9020056681398444,Baixo,1,0
Hyundai i20 Active 1.4 SX,2016,9041.09589041096,110000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,0.007360796965313423,0.4497065688123458,Baixo,1,0
Tata Zest Revotron 1.2T XMS,2015,6164.3835616438355,40000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,-0.24966051031907616,-0.4548916298426521,Baixo,0,1
Volkswagen Polo GT TDI,2012,5479.45205479452,110000.0,Diesel,Individual,Manual,Second Owner,19.7,1598.0,103.6,5.0,-0.31085605967250224,0.07737195113390706,Baixo,1,0
Chevrolet Beat LT,2010,1917.8082191780825,60000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,79.4,5.0,-0.6290729163103178,-0.1975059545347381,Baixo,0,1
Maruti Zen Estilo LXI BS IV,2012,2671.232876712329,35000.0,Petrol,Individual,Manual,Second Owner,19.0,998.0,67.1,5.0,-0.5617578120215491,-0.09755035247341276,Baixo,0,1
Hyundai i20 Active Base Petrol,2015,6849.315068493151,45000.0,Petrol,Individual,Manual,First Owner,17.19,1197.0,81.86,5.0,-0.18846496096565007,-0.5498494518009113,Baixo,0,1
Tata Zest Revotron 1.2T XM,2016,5479.45205479452,25000.0,Petrol,Individual,Manual,First Owner,17.57,1193.0,88.7,5.0,-0.31085605967250224,-0.4548916298426521,Baixo,0,1
Hyundai i20 Magna 1.2,2014,5479.45205479452,10000.0,Petrol,Individual,Manual,First Owner,18.6,1197.0,81.83,5.0,-0.31085605967250224,-0.1975059545347381,Baixo,0,1
Maruti Wagon R VXI Optional,2018,5205.479452054795,19000.0,Petrol,Individual,Manual,First Owner,20.51,998.0,67.04,5.0,-0.3353342794138726,0.2797820453080922,Baixo,0,1
Maruti Baleno Delta 1.2,2019,7931.506849315068,10000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,-0.09177599298723686,0.5021832598945412,Baixo,0,1
Hyundai i10 Magna 1.2 iTech SE,2012,3698.6301369863013,30000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.46996448799141,0.2422986945350945,Baixo,0,1
Tata Tiago 1.2 Revotron XT,2017,6506.8493150684935,20000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.21906273564236306,1.1119124324686285,Baixo,0,1
Nissan Terrano XL D Option,2018,11643.835616438357,48000.0,Diesel,Individual,Manual,First Owner,19.87,1461.0,83.14,5.0,0.2399038845083325,0.11985308200997093,Baixo,1,0
Hyundai i10 Magna,2008,2671.232876712329,110000.0,Petrol,Individual,Manual,Second Owner,20.36,1197.0,78.9,5.0,-0.5617578120215491,0.2422986945350945,Baixo,0,1
Hyundai Santro Asta BSIV,2018,6849.315068493151,25000.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,-0.18846496096565007,0.227305354225896,Baixo,0,1
Maruti Wagon R VXI BS IV,2016,5273.9726027397255,26000.0,Petrol,Individual,Manual,Second Owner,20.51,998.0,67.04,5.0,-0.32921472447853,0.2797820453080922,Baixo,0,1
Hyundai Verna CRDi SX,2006,1849.3150684931506,120000.0,Diesel,Individual,Manual,Second Owner,16.8,1493.0,110.0,5.0,-0.6351924712456605,-0.6473061638107039,Baixo,1,0
Maruti Alto LXi,2008,1643.835616438356,70000.0,Petrol,Individual,Manual,Third Owner,19.7,796.0,46.3,5.0,-0.6535511360516882,0.07737195113390706,Baixo,0,1
Maruti Ciaz ZXi,2016,9589.041095890409,20000.0,Petrol,Individual,Manual,First Owner,20.73,1373.0,91.1,5.0,0.05631723644805419,0.33475762644182105,Baixo,0,1
Tata Indigo CR4,2013,3972.6027397260273,25000.0,Diesel,Individual,Manual,First Owner,23.57,1396.0,70.0,5.0,-0.4454862682500396,1.0444424010772335,Baixo,1,0
Maruti Swift Dzire ZDI Plus,2017,9931.506849315068,60000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.08691501112476728,2.251406295967741,Baixo,1,0
Honda Amaze S i-VTEC,2019,9452.054794520549,1303.0,Petrol,Dealer,Manual,First Owner,17.8,1198.0,86.7,5.0,0.04407812657736896,-0.3974171586573897,Baixo,0,1
Honda Jazz VX,2016,7534.246575342466,56494.0,Petrol,Trustmark Dealer,Manual,First Owner,18.2,1199.0,88.7,5.0,-0.12726941161222394,-0.2974615565960644,Baixo,0,1
Honda Amaze V CVT Petrol BSIV,2019,10671.232876712327,7032.0,Petrol,Trustmark Dealer,Automatic,First Owner,19.0,1199.0,88.76,5.0,0.15300620442646748,-0.09755035247341276,Baixo,0,1
Hyundai Venue SX Plus Turbo DCT BSIV,2019,15410.95890410959,3500.0,Petrol,Dealer,Automatic,First Owner,18.15,998.0,118.35,5.0,0.576479405952176,-0.30995600685373026,Baixo,0,1
Maruti Swift VXI,2011,3835.616438356165,20000.0,Petrol,Individual,Manual,Second Owner,18.6,1197.0,85.8,5.0,-0.4577253781207248,-0.1975059545347381,Baixo,0,1
Tata Tigor 1.2 Revotron XE,2019,6164.3835616438355,25000.0,Petrol,Individual,Manual,First Owner,20.3,1199.0,84.0,5.0,-0.24966051031907616,0.227305354225896,Baixo,0,1
Maruti Esteem LX - BSIII,2006,1849.3150684931506,70000.0,Petrol,Individual,Manual,Second Owner,15.9,1298.0,85.0,5.0,-0.6351924712456605,-0.8722062684486871,Baixo,0,1
Maruti Baleno Delta,2020,8904.109589041096,7300.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,-0.00487831290537181,0.4047265478847493,Baixo,0,1
Maruti Ciaz 1.3 Sigma,2018,10273.972602739726,25000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,0.11751278580148035,2.173940704370214,Baixo,1,0
Maruti Alto LXi,2010,2054.794520547945,100000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,-0.6168338064396327,0.07737195113390706,Baixo,0,1
Hyundai i10 Magna,2010,3561.6438356164385,60000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.4822035978620953,0.2422986945350945,Baixo,0,1
Volkswagen Polo 1.5 TDI Highline,2014,5479.45205479452,110000.0,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.8,5.0,-0.31085605967250224,0.18732311340136568,Baixo,1,0
Hyundai i20 2015-2017 Magna 1.4 CRDi,2017,7876.712328767123,70000.0,Diesel,Individual,Manual,Second Owner,22.54,1396.0,88.73,5.0,-0.09667163693551098,0.7870567257693196,Baixo,1,0
Volkswagen Polo GT TDI,2012,5479.45205479452,95000.0,Diesel,Individual,Manual,First Owner,19.7,1598.0,103.6,5.0,-0.31085605967250224,0.07737195113390706,Baixo,1,0
Maruti Swift VDI BSIV,2015,6643.821917808219,30000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,-0.20682484968266496,1.4517614794771356,Baixo,1,0
Maruti Swift VDI BSIV,2015,6643.821917808219,30000.0,Diesel,Individual,Manual,First Owner,25.2,1248.0,74.0,5.0,-0.20682484968266496,1.4517614794771356,Baixo,1,0
Volkswagen CrossPolo 1.5 TDI,2013,4794.520547945205,70000.0,Diesel,Individual,Manual,Second Owner,20.14,1498.0,88.5,5.0,-0.3720516090259283,0.18732311340136568,Baixo,1,0
Maruti Swift Dzire VDi,2012,3424.6575342465753,100000.0,Diesel,Individual,Manual,Third Owner,19.3,1248.0,73.9,5.0,-0.4944427077327805,-0.02258365092741829,Baixo,1,0
Maruti Swift Dzire ZDI Plus,2017,8972.602739726028,70000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.0012412420299708071,2.251406295967741,Baixo,1,0
Honda Jazz 1.5 V i DTEC,2016,6849.315068493151,30000.0,Diesel,Individual,Manual,First Owner,27.3,1498.0,98.6,5.0,-0.18846496096565007,1.9765283902990958,Baixo,1,0
Chevrolet Beat LS,2016,4109.58904109589,15000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,-0.4332471583793544,-0.1975059545347381,Baixo,0,1
Ford Figo Aspire 1.5 TDCi Titanium,2018,8904.109589041096,21000.0,Diesel,Individual,Manual,First Owner,25.83,1498.0,99.0,5.0,-0.00487831290537181,1.6091915527237233,Baixo,1,0
Maruti Wagon R VXI 1.2,2014,4109.58904109589,35000.0,Petrol,Individual,Manual,First Owner,20.52,1197.0,81.8,5.0,-0.4332471583793544,0.28228093535962484,Baixo,0,1
Honda Jazz 1.2 VX i VTEC,2016,6506.8493150684935,25000.0,Petrol,Individual,Manual,First Owner,18.7,1199.0,88.7,5.0,-0.21906273564236306,-0.17251705401940726,Baixo,0,1
Tata Tiago 1.2 Revotron XZ WO Alloy,2017,6164.3835616438355,30000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.24966051031907616,1.1119124324686285,Baixo,0,1
Maruti Swift Dzire VDI,2019,10328.767123287673,10000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.12240842974975437,2.251406295967741,Baixo,1,0
Hyundai i10 Sportz,2013,4109.58904109589,40000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.4332471583793544,0.2422986945350945,Baixo,0,1
Hyundai EON Magna Plus,2014,3424.6575342465753,25000.0,Petrol,Individual,Manual,First Owner,21.1,814.0,55.2,5.0,-0.4944427077327805,0.4272165583485476,Baixo,0,1
Maruti Swift Dzire VDI,2018,9931.506849315068,15000.0,Diesel,Individual,Manual,First Owner,28.4,1248.0,74.02,5.0,0.08691501112476728,2.251406295967741,Baixo,1,0
Maruti Alto LXi,2008,1301.3698630136987,70000.0,Petrol,Individual,Manual,First Owner,19.7,796.0,46.3,5.0,-0.6841489107284012,0.07737195113390706,Baixo,0,1
Hyundai Santro Sportz BSIV,2018,6506.8493150684935,7800.0,Petrol,Individual,Manual,First Owner,20.3,1086.0,68.0,5.0,-0.21906273564236306,0.227305354225896,Baixo,0,1
Tata Tiago 1.2 Revotron XT,2016,4794.520547945205,30000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.3720516090259283,1.1119124324686285,Baixo,0,1
Maruti Swift VXI Deca,2016,6602.739726027397,50000.0,Petrol,Individual,Manual,First Owner,20.4,1197.0,81.8,5.0,-0.21049535873288344,0.25229425474122685,Baixo,0,1
Ford EcoSport 1.5 TDCi Ambiente BSIV,2017,8561.643835616438,40000.0,Diesel,Individual,Manual,Fourth & Above Owner,22.77,1498.0,98.59,5.0,-0.03547608758208489,0.844531196954582,Baixo,1,0
Tata Tiago 1.2 Revotron XM Option,2017,5205.479452054795,30000.0,Petrol,Individual,Manual,First Owner,23.84,1199.0,84.0,5.0,-0.3353342794138726,1.1119124324686285,Baixo,0,1
Chevrolet Beat LT,2016,4246.575342465753,30000.0,Petrol,Individual,Manual,First Owner,18.6,1199.0,76.8,5.0,-0.4210080485086692,-0.1975059545347381,Baixo,0,1
Maruti Swift Dzire VXi,2009,3835.616438356165,35000.0,Petrol,Individual,Manual,First Owner,17.5,1298.0,85.8,5.0,-0.4577253781207248,-0.4723838602033842,Baixo,0,1
Renault Duster Petrol RXS CVT,2018,12328.767123287671,30000.0,Petrol,Individual,Automatic,First Owner,14.99,1498.0,104.5,5.0,0.3010994338617585,-1.099605263138203,Baixo,0,1
Maruti Wagon R VXI Minor,2010,3424.6575342465753,60000.0,Petrol,Individual,Manual,First Owner,18.9,1061.0,67.0,5.0,-0.4944427077327805,-0.12253925298874452,Baixo,0,1
Renault KWID 1.0 RXT Optional,2019,5753.424657534247,15000.0,Petrol,Individual,Manual,First Owner,23.01,999.0,67.0,5.0,-0.2863778399311317,0.904504558191378,Baixo,0,1
Honda Amaze S Petrol BSIV,2019,9178.082191780824,5000.0,Petrol,Individual,Manual,First Owner,19.5,1199.0,88.76,5.0,0.019599906835998656,0.027394150103244384,Baixo,0,1
Hyundai i10 Magna 1.1L,2016,5753.424657534247,9750.0,Petrol,Individual,Manual,Second Owner,19.81,1086.0,68.05,5.0,-0.2863778399311317,0.10485974170077147,Baixo,0,1
Honda WR-V i-VTEC VX,2018,12328.767123287671,35000.0,Petrol,Individual,Manual,First Owner,17.5,1199.0,88.7,5.0,0.3010994338617585,-0.4723838602033842,Baixo,0,1
Hyundai Verna CRDi,2007,2534.2465753424663,120000.0,Diesel,Individual,Manual,Fourth & Above Owner,16.8,1493.0,110.0,5.0,-0.5739969218922344,-0.6473061638107039,Baixo,1,0
Hyundai i10 Magna 1.1L,2008,2534.2465753424663,110000.0,Petrol,Individual,Manual,Fourth & Above Owner,19.81,1086.0,68.05,5.0,-0.5739969218922344,0.10485974170077147,Baixo,0,1
Maruti Swift VXI BSIII W/ ABS,2006,2945.205479452055,102000.0,Petrol,Individual,Manual,Third Owner,16.1,1298.0,88.2,5.0,-0.5372795922801786,-0.8222284674180238,Baixo,0,1
Maruti Alto 800 Base,2015,2876.7123287671234,50000.0,Petrol,Individual,Manual,Second Owner,22.74,796.0,47.3,5.0,-0.5433991472155213,0.8370345267999822,Baixo,0,1
Honda City i VTEC VX Option,2015,10958.90410958904,50000.0,Petrol,Individual,Manual,First Owner,17.4,1497.0,117.3,5.0,0.17870833515490636,-0.497372760718716,Baixo,0,1
Maruti Swift VDI BSIV,2014,7808.219178082192,70000.0,Diesel,Individual,Manual,Second Owner,25.2,1248.0,74.0,5.0,-0.10279119187085352,1.4517614794771356,Baixo,1,0
Maruti SX4 VDI,2012,4794.520547945205,120000.0,Diesel,Individual,Manual,Second Owner,21.5,1248.0,88.8,5.0,-0.3720516090259283,0.5271721604098729,Baixo,1,0
Hyundai i20 1.4 CRDi Magna,2011,4794.520547945205,93000.0,Diesel,Individual,Manual,Second Owner,21.9,1396.0,90.0,5.0,-0.3720516090259283,0.6271277624711983,Baixo,1,0
Tata Indigo CS LS DiCOR,2010,2054.794520547945,70000.0,Diesel,Individual,Manual,Third Owner,15.7,1405.0,70.0,5.0,-0.6168338064396327,-0.92218406947935,Baixo,1,0
Hyundai Grand i10 1.2 Kappa Sportz BSIV,2019,7698.630136986301,5000.0,Petrol,Individual,Manual,First Owner,18.9,1197.0,81.86,5.0,-0.11258247976740172,-0.12253925298874452,Baixo,0,1
Hyundai i10 Magna,2012,3972.6027397260273,27000.0,Petrol,Individual,Manual,First Owner,20.36,1197.0,78.9,5.0,-0.4454862682500396,0.2422986945350945,Baixo,0,1
Hyundai Xcent 1.1 CRDi S,2015,5493.150684931506,74000.0,Diesel,Individual,Manual,Second Owner,24.4,1120.0,71.0,5.0,-0.3096321486854337,1.2518502753544842,Baixo,1,0
Maruti Swift Dzire AMT ZXI Plus,2019,10273.972602739726,6500.0,Petrol,Individual,Automatic,First Owner,21.21,1197.0,81.8,5.0,0.11751278580148035,0.45470434891541206,Baixo,0,1
Maruti Alto K10 2010-2014 VXI,2012,3150.671232876712,50000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.518922151385138,0.3822365374209511,Baixo,0,1
Datsun RediGO T Option,2018,2972.6027397260273,25000.0,Petrol,Individual,Manual,First Owner,22.7,799.0,53.64,5.0,-0.5348317703060417,0.8270389665938499,Baixo,0,1
Nissan Sunny XL D,2018,9178.082191780824,35000.0,Diesel,Individual,Manual,First Owner,22.71,1461.0,84.8,5.0,0.019599906835998656,0.8295378566453834,Baixo,1,0
Maruti Alto K10 2010-2014 VXI,2011,3082.1917808219177,30000.0,Petrol,Individual,Manual,First Owner,20.92,998.0,67.1,5.0,-0.5250404824094935,0.3822365374209511,Baixo,0,1
Maruti Vitara Brezza ZXI Plus AT Dual Tone,2020,10095.890410958904,10000.0,Petrol,Individual,Automatic,First Owner,18.76,1462.0,103.26,5.0,0.10160194296958952,-0.1575237137102078,Baixo,0,1
Maruti Celerio LXI,2014,4109.58904109589,80000.0,Petrol,Individual,Manual,First Owner,23.1,998.0,67.04,5.0,-0.4332471583793544,0.9269945686551762,Baixo,0,1
Tata Indigo LX,2008,1164.3835616438355,120000.0,Diesel,Individual,Manual,First Owner,17.0,1405.0,70.0,5.0,-0.6963880205990866,-0.5973283627800413,Baixo,1,0
Hyundai Verna Transform VGT CRDi,2010,2671.232876712329,120000.0,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,-0.5617578120215491,-0.7972395669026929,Baixo,1,0
Honda WR-V i-DTEC S,2017,9246.575342465754,127991.0,Diesel,Dealer,Manual,First Owner,25.5,1498.0,98.6,5.0,0.025719461771341275,1.52672818102313,Baixo,1,0
Tata Indigo eCS GLX,2010,3972.6027397260273,65000.0,Petrol,Individual,Manual,First Owner,15.64,1193.0,64.1,5.0,-0.4454862682500396,-0.9371774097885486,Baixo,0,1
Maruti Ciaz 1.3 Zeta,2018,12178.082191780824,20000.0,Diesel,Individual,Manual,First Owner,28.09,1248.0,88.5,5.0,0.2876364130040049,2.173940704370214,Baixo,1,0
Volkswagen Ameo 1.2 MPI Comfortline,2016,5479.45205479452,60000.0,Petrol,Individual,Manual,First Owner,17.0,1198.0,73.75,5.0,-0.31085605967250224,-0.5973283627800413,Baixo,0,1
Renault KWID RXT Optional,2018,5342.465753424657,13120.0,Petrol,Individual,Manual,First Owner,25.17,799.0,53.3,5.0,-0.32309516954318745,1.4442648093225368,Baixo,0,1
Hyundai Elite i20 Asta Option CVT BSIV,2018,10958.90410958904,25000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,0.17870833515490636,-0.497372760718716,Baixo,0,1
Hyundai i20 Asta Option 1.4 CRDi,2016,10068.493150684932,25000.0,Diesel,Individual,Manual,First Owner,22.54,1396.0,88.73,5.0,0.09915412099545252,0.7870567257693196,Baixo,1,0
Skoda Octavia L and K 1.9 TDI MT,2005,3424.6575342465753,120000.0,Diesel,Individual,Manual,Third Owner,16.4,1896.0,90.0,5.0,-0.4944427077327805,-0.7472617658720302,Baixo,1,0
Renault KWID AMT,2018,5479.45205479452,25000.0,Petrol,Individual,Automatic,First Owner,24.04,999.0,67.0,5.0,-0.31085605967250224,1.1618902334992909,Baixo,0,1
Hyundai Accent CRDi,2005,1780.8219178082193,79000.0,Diesel,Individual,Manual,Second Owner,13.1,1493.0,82.0,5.0,-0.6413120261810029,-1.5718954828779668,Baixo,1,0
Hyundai i20 Active 1.4 SX,2016,9863.013698630135,80000.0,Diesel,Individual,Manual,First Owner,21.19,1396.0,88.73,5.0,0.08079545618942466,0.4497065688123458,Baixo,1,0
Honda City S,2011,6164.3835616438355,110000.0,Petrol,Individual,Manual,Third Owner,16.8,1497.0,116.4,5.0,-0.24966051031907616,-0.6473061638107039,Baixo,0,1
Hyundai Verna Transform SX VGT CRDi,2010,3013.698630136986,80000.0,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,-0.5311600373448361,-0.7972395669026929,Baixo,1,0
Volkswagen Vento Diesel Highline,2011,5068.4931506849325,100000.0,Diesel,Individual,Manual,Second Owner,20.54,1598.0,103.6,5.0,-0.34757338928455783,0.287278715462691,Baixo,1,0
Hyundai i20 Petrol CVT Asta,2018,10273.972602739726,15000.0,Petrol,Individual,Automatic,First Owner,17.4,1197.0,81.86,5.0,0.11751278580148035,-0.497372760718716,Baixo,0,1
Maruti Baleno Alpha 1.2,2019,9739.726027397259,5000.0,Petrol,Individual,Manual,First Owner,21.4,1197.0,83.1,5.0,0.06978025730580803,0.5021832598945412,Baixo,0,1
Maruti Alto K10 VXI,2016,3904.109589041096,75000.0,Petrol,Individual,Manual,First Owner,23.95,998.0,67.05,5.0,-0.4516058231853822,1.1394002230354927,Baixo,0,1
Maruti Baleno Alpha,2020,10260.273972602741,5500.0,Petrol,Individual,Manual,First Owner,21.01,1197.0,81.8,5.0,0.11628887481441175,0.4047265478847493,Baixo,0,1
Renault Duster 110PS Diesel RxL,2016,7534.246575342466,80000.0,Diesel,Individual,Manual,Second Owner,19.64,1461.0,108.45,5.0,-0.12726941161222394,0.062378610824708525,Baixo,1,0
Maruti Swift Dzire VDi,2010,4109.58904109589,120000.0,Diesel,Individual,Manual,Second Owner,19.3,1248.0,73.9,5.0,-0.4332471583793544,-0.02258365092741829,Baixo,1,0
Maruti Baleno Sigma 1.3,2017,8561.643835616438,70000.0,Diesel,Individual,Manual,First Owner,27.39,1248.0,74.0,5.0,-0.03547608758208489,1.9990184007628944,Baixo,1,0
Hyundai i20 Active 1.2 SX,2017,8904.109589041096,80000.0,Petrol,Individual,Manual,Second Owner,17.19,1197.0,81.86,5.0,-0.00487831290537181,-0.5498494518009113,Baixo,0,1
Maruti Swift Dzire VDI,2016,8643.835616438357,75000.0,Diesel,Individual,Manual,Second Owner,26.59,1248.0,74.0,5.0,-0.028132621659673687,1.7991071966402423,Baixo,1,0
Hyundai Verna Transform VGT CRDi,2010,3013.698630136986,80000.0,Diesel,Individual,Manual,Second Owner,16.2,1493.0,110.0,5.0,-0.5311600373448361,-0.7972395669026929,Baixo,1,0
Tata Tigor 1.2 Revotron XZ Option,2017,8219.17808219178,40000.0,Petrol,Individual,Manual,Second Owner,20.3,1199.0,84.0,5.0,-0.06607386225879798,0.227305354225896,Baixo,0,1
Ford Fiesta Diesel Style,2012,5342.465753424657,120000.0,Diesel,Individual,Manual,First Owner,23.5,1498.0,88.7,5.0,-0.32309516954318745,1.0269501707165014,Baixo,1,0
Hyundai i20 Asta 1.4 CRDi (Diesel),2010,4657.534246575343,110000.0,Diesel,Individual,Manual,First Owner,23.0,1396.0,90.0,5.0,-0.3842907188966135,0.9020056681398444,Baixo,1,0
Tata Tiago 2019-2020 XZ Plus Diesel,2019,9178.082191780824,2000.0,Diesel,Individual,Manual,First Owner,27.28,1047.0,69.0,5.0,0.019599906835998656,1.9715306101960297,Baixo,1,0
