preco_de_venda_USD,kilometragem,tipo_combustivel,tipo_do_vendedor,transmissao,dono,consumo_do_combustivel_kmpl,motor_CC,potencia_do_motor_bhp,Marca
4246.58,70000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
4931.51,97000.0,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,Maruti
3287.67,90000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
2739.73,110000.0,Gasolina,Individual,Manual,3º dono,15.0,1586.0,104.68,Maruti
6164.38,70000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
10958.9,51146.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
2945.21,40000.0,Gasolina,Individual,Manual,1º dono,21.1,1197.0,85.8,Maruti
10410.96,50000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
5698.63,80000.0,Diesel,Individual,Manual,1º dono,20.14,1498.0,88.8,Volkswagen
2671.23,120000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
1986.3,70000.0,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,Maruti
9246.58,23000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.0,Maruti
4657.53,30000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
4657.53,50000.0,Diesel,Individual,Manual,1º dono,19.0,1248.0,90.0,Tata
4794.52,80000.0,Diesel,Individual,Manual,1º dono,19.4,1405.0,70.0,Tata
2328.77,150000.0,Diesel,Individual,Manual,3º dono,21.12,1248.0,88.8,Tata
8219.18,40000.0,Gasolina,Individual,Manual,1º dono,19.0,1197.0,85.8,Maruti
12328.77,50000.0,Diesel,Individual,Automatico,2º dono,24.3,1248.0,88.5,Maruti
4246.58,120000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
3698.63,149000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
6986.29,5000.0,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,Hyundai
3082.19,70000.0,Diesel,Individual,Manual,2º dono,19.4,1405.0,70.0,Tata
3835.62,55000.0,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,Hyundai
6712.33,100000.0,Diesel,Individual,Manual,1º dono,27.28,1047.0,69.0,Tata
8082.19,70000.0,Gasolina,Individual,Manual,3º dono,17.19,1197.0,81.86,Hyundai
8219.18,40000.0,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,Ford
9520.55,36800.0,Diesel,Distribuidora,Manual,1º dono,20.14,1498.0,88.0,Volkswagen
9452.05,52200.0,Diesel,Distribuidora,Manual,1º dono,26.59,1248.0,74.0,Maruti
5616.42,78000.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
7191.78,29000.0,Diesel,Distribuidora,Manual,2º dono,24.0,1186.0,73.97,Hyundai
13356.16,36000.0,Diesel,Distribuidora,Manual,1º dono,28.09,1248.0,88.5,Maruti
4863.01,60000.0,Gasolina,Distribuidora,Manual,1º dono,21.79,998.0,67.05,Maruti
8904.11,40000.0,Diesel,Distribuidora,Manual,1º dono,20.14,1498.0,88.0,Volkswagen
9863.01,60000.0,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,Maruti
3972.6,42000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
4109.59,90000.0,Diesel,Individual,Manual,2º dono,21.1,1248.0,73.9,Maruti
3082.19,110000.0,Diesel,Individual,Manual,2º dono,23.08,1461.0,63.12,Renault
3287.67,70000.0,Diesel,Individual,Manual,2º dono,19.3,1248.0,73.9,Maruti
6438.36,70000.0,Diesel,Individual,Manual,2º dono,25.2,1248.0,74.0,Maruti
10958.9,80000.0,Diesel,Individual,Manual,1º dono,21.19,1396.0,88.73,Hyundai
6164.38,90000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.45,Renault
1232.88,90000.0,Diesel,Individual,Manual,3º dono,17.2,1396.0,53.5,Tata
6164.38,120000.0,Diesel,Individual,Manual,2º dono,21.43,1364.0,87.2,Toyota
4931.51,100000.0,Diesel,Individual,Manual,1º dono,19.3,1248.0,73.9,Maruti
4383.56,70000.0,Diesel,Individual,Manual,2º dono,16.2,1493.0,110.0,Hyundai
2876.71,35000.0,Gasolina,Individual,Manual,2º dono,16.7,1172.0,64.1,Tata
1643.84,60000.0,Diesel,Individual,Manual,2º dono,20.8,1527.0,58.0,Maruti
10273.97,100000.0,Diesel,Individual,Manual,1º dono,20.8,1461.0,64.1,Mahindra
7534.25,57882.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
5479.45,10000.0,Gasolina,Individual,Manual,1º dono,19.83,1198.0,67.0,Datsun
3972.6,30000.0,Gasolina,Individual,Manual,2º dono,23.1,998.0,67.04,Maruti
2054.79,90000.0,Diesel,Individual,Manual,1º dono,19.09,1396.0,69.0,Tata
3027.4,35008.0,Gasolina,Distribuidora,Manual,1º dono,21.79,998.0,67.05,Maruti
6232.88,42312.0,Diesel,Distribuidora,Manual,1º dono,24.4,1120.0,71.0,Hyundai
4109.59,72000.0,Gasolina,Distribuidora,Manual,1º dono,17.6,1496.0,88.7,Toyota
6575.34,54891.0,Diesel,Distribuidora,Manual,1º dono,23.59,1364.0,67.04,Toyota
6849.32,5000.0,Gasolina,Individual,Manual,1º dono,20.3,1086.0,68.0,Hyundai
3424.66,50000.0,Diesel,Individual,Manual,1º dono,21.02,1248.0,88.8,Tata
3356.16,100000.0,Diesel,Distribuidora,Manual,1º dono,23.08,1461.0,63.1,Renault
8561.64,4337.0,Gasolina,Distribuidora,Automatico,1º dono,18.9,1197.0,82.0,Hyundai
7671.23,14495.0,Gasolina,Distribuidora,Manual,1º dono,18.78,999.0,75.0,Volkswagen
9315.07,8576.0,Gasolina,Distribuidora,Manual,1º dono,18.7,1199.0,88.7,Honda
9589.04,30000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
3013.7,80000.0,Diesel,Individual,Manual,1º dono,23.03,1396.0,69.0,Tata
6164.38,70000.0,Diesel,Individual,Manual,1º dono,19.09,1405.0,69.01,Tata
7191.78,19723.0,Gasolina,Distribuidora,Automatico,1º dono,20.3,1199.0,84.0,Tata
11986.3,30000.0,Diesel,Distribuidora,Automatico,1º dono,28.4,1248.0,74.02,Maruti
10753.42,9000.0,Gasolina,Distribuidora,Manual,1º dono,18.6,1197.0,81.83,Hyundai
11232.86,30000.0,Gasolina,Distribuidora,Manual,1º dono,17.5,1199.0,88.7,Honda
12123.29,39000.0,Diesel,Distribuidora,Manual,1º dono,25.5,1498.0,98.6,Honda
9315.07,64000.0,Gasolina,Distribuidora,Automatico,1º dono,16.05,1499.0,110.4,Ford
13150.68,42000.0,Diesel,Distribuidora,Manual,1º dono,23.0,1498.0,98.96,Ford
5273.97,45000.0,Gasolina,Distribuidora,Manual,1º dono,18.5,1198.0,86.8,Honda
14041.1,15000.0,Gasolina,Distribuidora,Automatico,1º dono,20.28,1462.0,103.25,Maruti
9246.58,69000.0,Gasolina,Distribuidora,Automatico,1º dono,17.2,1197.0,103.6,Volkswagen
9589.04,80000.0,Gasolina,Distribuidora,Manual,1º dono,22.0,1197.0,81.8,Maruti
10684.93,60000.0,Diesel,Distribuidora,Manual,1º dono,22.77,1498.0,98.59,Ford
5479.45,100000.0,Diesel,Individual,Manual,1º dono,22.95,1248.0,74.0,Tata
3561.64,50000.0,Gasolina,Individual,Manual,1º dono,23.01,999.0,67.0,Renault
6643.82,55380.0,Gasolina,Distribuidora,Manual,1º dono,18.9,1197.0,82.0,Hyundai
11109.59,11000.0,Gasolina,Distribuidora,Manual,1º dono,17.0,1198.0,108.5,Tata
7876.71,50000.0,Gasolina,Individual,Automatico,1º dono,19.0,1199.0,88.7,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
8904.11,18816.0,Gasolina,Distribuidora,Manual,1º dono,17.0,1198.0,73.75,Volkswagen
12260.26,9654.0,Gasolina,Distribuidora,Automatico,1º dono,19.56,1197.0,81.8,Toyota
2397.26,11000.0,Gasolina,Distribuidora,Manual,1º dono,23.95,998.0,67.05,Maruti
4657.53,24300.0,Gasolina,Distribuidora,Manual,1º dono,21.21,1197.0,81.8,Maruti
11095.89,47747.0,Diesel,Distribuidora,Manual,1º dono,28.09,1248.0,88.5,Maruti
14041.1,8000.0,Diesel,Distribuidora,Automatico,1º dono,21.5,1497.0,108.5,Tata
4109.59,60000.0,Diesel,Individual,Manual,2º dono,17.88,1405.0,48.21,Tata
1643.84,80000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
6712.33,45900.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
5821.92,70000.0,Diesel,Individual,Manual,1º dono,25.8,1498.0,98.6,Honda
10273.97,30000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.76,Hyundai
3082.19,20000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
3287.67,80000.0,Gasolina,Individual,Manual,1º dono,20.36,1197.0,78.9,Hyundai
456.86,90000.0,Gasolina,Individual,Manual,3º dono,18.9,998.0,67.1,Maruti
1095.89,80000.0,Gasolina,Individual,Manual,2º dono,18.0,995.0,62.0,Chevrolet
3082.19,58343.0,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,Maruti
10136.99,38817.0,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,Maruti
7534.25,56494.0,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,Honda
8904.11,5621.0,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,Maruti
8561.64,25538.0,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,Toyota
8219.18,69779.0,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,Maruti
6164.38,56290.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
10671.23,7032.0,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
5205.48,80000.0,Diesel,Individual,Manual,2º dono,24.4,1120.0,71.0,Hyundai
4452.05,70000.0,Diesel,Individual,Manual,1º dono,22.9,1248.0,74.0,Maruti
13013.7,80000.0,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,Ford
4109.59,120000.0,Diesel,Individual,Manual,4º dono e acima,22.9,1248.0,74.0,Maruti
7260.27,59000.0,Gasolina,Individual,Manual,1º dono,18.15,1198.0,82.0,Mahindra
3013.7,80000.0,Diesel,Individual,Manual,4º dono e acima,19.3,1248.0,73.9,Maruti
1506.85,80000.0,Gasolina,Individual,Manual,4º dono e acima,18.9,1061.0,67.0,Maruti
11643.84,100000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
13013.7,25000.0,Diesel,Individual,Manual,1º dono,25.1,1248.0,88.5,Maruti
9041.1,30000.0,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,Maruti
5753.42,40000.0,Diesel,Individual,Manual,2º dono,25.8,1498.0,98.6,Honda
2054.79,29000.0,Gasolina,Individual,Manual,1º dono,16.5,1172.0,65.0,Tata
2397.26,68000.0,Diesel,Individual,Manual,2º dono,25.44,936.0,57.6,Chevrolet
10273.97,15000.0,Gasolina,Individual,Automatico,1º dono,18.1,1199.0,88.7,Honda
5821.92,70000.0,Diesel,Individual,Manual,1º dono,23.2,1248.0,73.94,Maruti
10821.92,126000.0,Diesel,Individual,Manual,3º dono,21.43,1364.0,87.2,Toyota
10684.93,129000.0,Diesel,Individual,Manual,3º dono,21.43,1364.0,87.2,Toyota
2465.75,55000.0,Gasolina,Individual,Manual,2º dono,19.81,1086.0,68.05,Hyundai
11917.79,40000.0,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,Ford
3767.12,50000.0,Diesel,Individual,Manual,1º dono,21.12,1248.0,88.8,Tata
8630.14,25000.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
2589.04,70000.0,Diesel,Individual,Manual,2º dono,23.57,1396.0,70.0,Tata
7945.21,120000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
11301.37,35000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
684.93,62000.0,Gasolina,Individual,Manual,2º dono,13.0,1343.0,90.0,Honda
2739.73,120000.0,Gasolina,Individual,Manual,2º dono,16.25,1198.0,73.9,Skoda
9315.07,80000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
9178.08,80000.0,Diesel,Individual,Manual,1º dono,22.54,1396.0,88.73,Hyundai
3287.67,80000.0,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,Maruti
6232.88,98000.0,Diesel,Individual,Manual,1º dono,20.5,1598.0,103.5,Skoda
10273.97,25000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
9589.04,90000.0,Diesel,Individual,Automatico,1º dono,26.59,1248.0,74.0,Maruti
2191.78,120000.0,Diesel,Individual,Manual,1º dono,25.0,1396.0,69.0,Tata
3082.19,100000.0,Diesel,Individual,Manual,2º dono,22.1,1248.0,76.9,Chevrolet
1917.81,120000.0,Diesel,Individual,Manual,2º dono,19.09,1396.0,69.0,Tata
8219.18,70000.0,Diesel,Individual,Manual,2º dono,23.4,1248.0,74.0,Maruti
890.41,100000.0,Gasolina,Individual,Manual,3º dono,18.0,995.0,62.0,Chevrolet
6849.32,10000.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
4383.56,55885.0,Gasolina,Distribuidora,Manual,1º dono,16.25,1198.0,75.0,Skoda
13013.7,16034.0,Diesel,Distribuidora,Manual,1º dono,21.7,1498.0,98.96,Ford
3424.66,156040.0,Diesel,Distribuidora,Manual,1º dono,20.0,1399.0,68.0,Ford
8219.18,20000.0,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,Maruti
6986.29,46000.0,Gasolina,Individual,Manual,1º dono,22.0,1197.0,81.8,Maruti
5410.96,50000.0,Gasolina,Individual,Manual,3º dono,15.41,1598.0,103.2,Skoda
6424.66,5000.0,Gasolina,Individual,Manual,1º dono,21.79,998.0,67.05,Maruti
1780.82,68519.0,Gasolina,Distribuidora,Manual,1º dono,16.2,995.0,62.1,Chevrolet
12410.96,30000.0,Diesel,Individual,Manual,1º dono,23.0,1498.0,98.96,Ford
2191.78,85000.0,Diesel,Individual,Manual,1º dono,20.0,1399.0,68.0,Ford
4109.59,88000.0,Gasolina,Individual,Manual,1º dono,17.5,1298.0,85.8,Maruti
5479.45,100000.0,Gasolina,Individual,Manual,2º dono,19.1,1197.0,85.8,Maruti
6164.38,22966.0,Gasolina,Distribuidora,Manual,1º dono,23.84,1199.0,84.48,Tata
4452.05,80000.0,Diesel,Individual,Manual,2º dono,22.9,1248.0,74.0,Maruti
2054.79,80000.0,Gasolina,Individual,Manual,2º dono,16.9,1497.0,100.0,Honda
10958.9,35000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.86,Hyundai
5479.45,100000.0,Diesel,Individual,Manual,1º dono,21.27,1396.0,88.76,Hyundai
6178.08,120000.0,Diesel,Individual,Manual,1º dono,23.59,1364.0,67.06,Toyota
4109.59,70000.0,Diesel,Individual,Manual,3º dono,21.12,1248.0,88.8,Tata
5767.12,59500.0,Gasolina,Individual,Manual,2º dono,23.1,998.0,67.04,Maruti
13013.7,45000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
5410.96,75500.0,Diesel,Individual,Manual,2º dono,23.0,1396.0,90.0,Hyundai
13013.7,46000.0,Diesel,Individual,Manual,2º dono,24.3,1248.0,88.5,Maruti
4931.51,60000.0,Gasolina,Individual,Automatico,2º dono,15.0,1396.0,100.0,Hyundai
3219.18,152500.0,Diesel,Individual,Manual,1º dono,17.8,1248.0,75.0,Maruti
7534.25,23456.0,Gasolina,Distribuidora,Manual,1º dono,18.9,1197.0,82.0,Hyundai
9589.04,15000.0,Gasolina,Individual,Manual,1º dono,17.5,1199.0,88.7,Honda
5150.68,26000.0,Gasolina,Individual,Manual,1º dono,19.4,1198.0,86.8,Honda
11986.3,77524.0,Diesel,Distribuidora,Manual,1º dono,22.7,1498.0,89.84,Ford
6301.36,40523.0,Gasolina,Distribuidora,Manual,2º dono,18.5,1197.0,82.85,Hyundai
10342.47,39000.0,Diesel,Distribuidora,Manual,1º dono,28.4,1248.0,74.0,Maruti
10958.9,25000.0,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,Maruti
8219.18,31000.0,Diesel,Individual,Manual,2º dono,25.2,1248.0,74.0,Maruti
7260.27,42000.0,Gasolina,Individual,Manual,1º dono,21.4,1197.0,83.1,Maruti
6164.38,80000.0,Gasolina,Individual,Manual,1º dono,20.85,1197.0,83.14,Maruti
3219.18,60000.0,Gasolina,Individual,Manual,1º dono,20.92,998.0,67.1,Maruti
5410.96,35000.0,Gasolina,Individual,Automatico,2º dono,14.3,1598.0,103.5,Skoda
6164.38,35000.0,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,Tata
8356.16,110000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
9452.05,20000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,81.83,Hyundai
10821.92,15000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
3493.14,40000.0,Gasolina,Individual,Manual,2º dono,20.92,998.0,67.1,Maruti
6849.32,41000.0,Gasolina,Individual,Manual,1º dono,18.7,1199.0,88.7,Honda
7054.79,120000.0,Diesel,Individual,Manual,2º dono,20.34,1498.0,103.2,Volkswagen
2191.78,35000.0,Gasolina,Individual,Manual,3º dono,19.81,1086.0,68.05,Hyundai
4931.51,70000.0,Diesel,Individual,Manual,1º dono,25.2,1248.0,74.0,Maruti
3561.64,90000.0,Diesel,Individual,Manual,3º dono,16.2,1493.0,110.0,Hyundai
9246.58,25000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
890.41,100000.0,Gasolina,Individual,Manual,3º dono,18.0,995.0,62.0,Chevrolet
6849.32,10000.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
4109.59,50000.0,Gasolina,Individual,Manual,1º dono,15.0,1586.0,104.68,Maruti
7534.25,25000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
10273.97,15000.0,Gasolina,Individual,Manual,1º dono,21.1,998.0,100.5,Maruti
5205.48,27500.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.9,Hyundai
2739.73,120000.0,Gasolina,Individual,Manual,1º dono,15.7,1390.0,75.0,Mahindra
9589.04,70000.0,Diesel,Individual,Manual,1º dono,28.09,1248.0,88.5,Maruti
2876.71,140000.0,Gasolina,Individual,Manual,1º dono,17.7,1497.0,78.0,Honda
5068.49,40000.0,Gasolina,Individual,Manual,1º dono,20.89,1197.0,81.8,Maruti
8219.18,20000.0,Gasolina,Individual,Automatico,1º dono,21.4,1197.0,83.1,Maruti
11095.89,15000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
4739.73,16000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
753.42,130000.0,Gasolina,Individual,Manual,1º dono,13.0,1343.0,90.0,Honda
1643.84,44000.0,Gasolina,Individual,Manual,2º dono,16.1,1298.0,88.2,Maruti
4520.55,60000.0,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,Maruti
5479.45,147000.0,Gasolina,Individual,Manual,2º dono,18.6,1197.0,81.83,Hyundai
1369.86,40000.0,Diesel,Individual,Manual,2º dono,16.8,1405.0,62.0,Tata
6164.38,100000.0,Gasolina,Individual,Manual,3º dono,19.1,1197.0,85.8,Maruti
3082.19,64000.0,Diesel,Individual,Manual,3º dono,21.1,1248.0,73.9,Maruti
753.42,100000.0,Gasolina,Individual,Manual,2º dono,17.3,993.0,60.0,Maruti
6369.86,30000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
958.9,150000.0,Gasolina,Individual,Manual,1º dono,17.3,993.0,60.0,Maruti
5479.45,24177.0,Gasolina,Individual,Manual,1º dono,17.57,1193.0,88.7,Tata
2534.25,80000.0,Diesel,Individual,Manual,1º dono,16.1,1405.0,70.0,Tata
1917.81,150000.0,Gasolina,Individual,Manual,2º dono,18.9,998.0,67.1,Maruti
8219.18,56000.0,Diesel,Individual,Manual,1º dono,27.39,1248.0,74.0,Maruti
2054.79,100000.0,Gasolina,Individual,Manual,4º dono e acima,15.0,1586.0,104.68,Maruti
6301.36,12000.0,Gasolina,Individual,Manual,1º dono,20.4,1197.0,81.8,Maruti
10958.9,15381.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
6506.85,40000.0,Diesel,Individual,Manual,1º dono,19.01,1461.0,108.5,Nissan
4794.52,10000.0,Gasolina,Individual,Manual,1º dono,23.95,998.0,67.05,Maruti
8767.12,25000.0,Gasolina,Individual,Automatico,1º dono,22.0,1197.0,81.8,Maruti
4794.52,50000.0,Gasolina,Individual,Automatico,1º dono,20.51,998.0,67.0,Maruti
8219.18,30000.0,Gasolina,Individual,Manual,1º dono,17.0,1198.0,108.5,Tata
6095.89,5000.0,Gasolina,Individual,Automatico,2º dono,20.51,998.0,67.0,Maruti
14383.56,20000.0,Diesel,Individual,Manual,1º dono,22.1,1396.0,88.7,Hyundai
8219.18,50000.0,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,Ford
5068.49,40000.0,Gasolina,Individual,Manual,2º dono,18.16,1196.0,86.8,Ford
2054.79,70000.0,Gasolina,Individual,Manual,3º dono,18.2,1061.0,64.0,Maruti
6616.44,15000.0,Gasolina,Individual,Manual,1º dono,23.1,998.0,67.04,Maruti
6438.36,10000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
13013.7,25000.0,Diesel,Individual,Manual,1º dono,24.3,1248.0,88.5,Maruti
4726.03,70000.0,Gasolina,Individual,Manual,1º dono,17.6,1496.0,88.7,Toyota
8219.18,5000.0,Gasolina,Individual,Automatico,1º dono,20.89,1197.0,81.8,Maruti
4109.59,60000.0,Gasolina,Individual,Manual,1º dono,19.0,998.0,66.1,Maruti
2191.78,74800.0,Gasolina,Individual,Manual,2º dono,18.2,998.0,67.1,Maruti
4657.53,120000.0,Gasolina,Individual,Manual,1º dono,20.3,998.0,68.05,Hyundai
1890.41,120000.0,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,Honda
3164.38,80000.0,Gasolina,Individual,Manual,3º dono,17.5,1298.0,85.8,Maruti
13150.68,20000.0,Gasolina,Individual,Manual,1º dono,17.0,1197.0,108.6,Mahindra
1643.84,70000.0,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,Maruti
3698.63,40000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
2739.73,100000.0,Gasolina,Individual,Manual,2º dono,21.1,1197.0,85.8,Maruti
4493.15,123000.0,Gasolina,Individual,Manual,1º dono,18.6,1197.0,85.8,Maruti
7739.73,7000.0,Gasolina,Individual,Manual,1º dono,18.78,999.0,75.0,Volkswagen
5342.47,70000.0,Gasolina,Individual,Manual,1º dono,15.37,1196.0,73.0,Maruti
8219.18,30000.0,Diesel,Individual,Manual,1º dono,25.83,1498.0,99.0,Ford
3424.66,120000.0,Diesel,Individual,Manual,3º dono,23.0,1396.0,90.0,Hyundai
2260.27,70000.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
3082.19,109322.0,Gasolina,Individual,Manual,2º dono,16.36,1495.0,93.7,Hyundai
4794.52,120000.0,Diesel,Individual,Manual,1º dono,21.64,1461.0,84.8,Nissan
8219.18,70000.0,Diesel,Individual,Manual,2º dono,27.39,1248.0,74.0,Maruti
7054.79,35000.0,Gasolina,Individual,Manual,1º dono,24.0,1199.0,83.81,Tata
10958.9,70000.0,Diesel,Individual,Manual,2º dono,23.65,1248.0,88.5,Maruti
3082.19,58343.0,Gasolina,Concessionaria,Manual,1º dono,21.79,998.0,67.05,Maruti
10136.99,38817.0,Diesel,Distribuidora,Manual,1º dono,27.39,1248.0,74.0,Maruti
7534.25,56494.0,Gasolina,Concessionaria,Manual,1º dono,18.2,1199.0,88.7,Honda
8904.11,5621.0,Gasolina,Concessionaria,Automatico,1º dono,22.0,1197.0,81.8,Maruti
8561.64,25538.0,Gasolina,Concessionaria,Manual,1º dono,16.78,1496.0,88.73,Toyota
8219.18,69779.0,Gasolina,Distribuidora,Automatico,1º dono,22.0,1197.0,81.8,Maruti
6164.38,56290.0,Diesel,Distribuidora,Manual,1º dono,24.0,1186.0,73.97,Hyundai
10671.23,7032.0,Gasolina,Concessionaria,Automatico,1º dono,19.0,1199.0,88.76,Honda
8835.62,11000.0,Gasolina,Distribuidora,Automatico,1º dono,14.3,1598.0,103.5,Skoda
6506.85,40000.0,Gasolina,Individual,Manual,1º dono,20.51,998.0,67.04,Maruti
5479.45,20000.0,Gasolina,Individual,Automatico,1º dono,20.51,998.0,67.0,Maruti
4109.59,60000.0,Diesel,Individual,Manual,1º dono,20.3,1248.0,75.0,Fiat
3219.18,70000.0,Gasolina,Individual,Manual,2º dono,17.3,1061.0,64.0,Maruti
4794.52,40000.0,Gasolina,Individual,Manual,2º dono,20.51,998.0,67.04,Maruti
8561.64,34000.0,Diesel,Individual,Manual,2º dono,28.4,1248.0,74.02,Maruti
7534.25,10000.0,Gasolina,Individual,Manual,1º dono,20.3,1199.0,84.0,Tata
2739.73,100000.0,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,Honda
3013.7,100000.0,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,Honda
5643.84,25000.0,Gasolina,Individual,Manual,1º dono,18.9,1197.0,82.0,Hyundai
1726.03,52000.0,Gasolina,Individual,Manual,2º dono,18.9,1061.0,67.0,Maruti
5890.41,63000.0,Diesel,Individual,Manual,1º dono,23.4,1248.0,74.0,Maruti
1780.82,90000.0,Gasolina,Individual,Manual,2º dono,19.0,998.0,66.1,Maruti
4794.52,60000.0,Gasolina,Individual,Manual,1º dono,23.84,1199.0,84.0,Tata
2739.73,110000.0,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,Ford
8356.16,90000.0,Diesel,Individual,Manual,1º dono,22.77,1498.0,98.59,Ford
8493.15,61000.0,Diesel,Individual,Manual,1º dono,26.59,1248.0,74.0,Maruti
3369.86,139000.0,Gasolina,Individual,Manual,1º dono,18.9,998.0,67.1,Maruti
9931.51,30000.0,Diesel,Individual,Manual,1º dono,21.7,1498.0,98.96,Ford
9589.04,45000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
2054.79,30000.0,Gasolina,Individual,Manual,1º dono,18.0,995.0,62.0,Chevrolet
1095.89,110000.0,Diesel,Individual,Manual,2º dono,20.8,1527.0,58.0,Maruti
2465.75,120000.0,Gasolina,Individual,Manual,2º dono,17.7,1497.0,78.0,Honda
8287.67,127000.0,Diesel,Individual,Manual,1º dono,28.4,1248.0,74.02,Maruti
4794.52,116500.0,Diesel,Individual,Manual,1º dono,23.0,1396.0,90.0,Hyundai
4109.59,120000.0,Gasolina,Individual,Manual,1º dono,18.5,1197.0,82.85,Hyundai
2191.78,100000.0,Gasolina,Individual,Manual,4º dono e acima,13.9,1599.0,103.2,Hyundai
3082.19,90000.0,Diesel,Individual,Manual,2º dono,20.0,1399.0,68.0,Ford
